x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
0.29255985786,0.0692431731804,0.191124180369,0.560640392226,0.0543045716211,0.0257108754513,0.630285932931,0.599473709071,0.646888449686,0.751434668105,0.0680811269653,0.56522922986,0.75739382591,0.867764633684,0.648695573593,0.506304825588,0.725006347881,0.758131115871,0.468290011265,0.48733084141,236.53035594
0.745273092675,0.568416796169,0.802517471724,0.5260637487,0.813617840415,0.943778833819,0.585883060068,0.896346444413,0.549184175945,0.627355214934,0.752902918338,0.239799373375,0.805334812176,0.224494665918,0.846084061949,0.693138206227,0.956901692567,0.765931822788,0.853673737168,0.789607954712,203.258325667
0.499555555653,0.178786072013,0.800916450187,0.553956744091,0.484424386757,0.095273186381,0.124704441618,0.886857543874,0.686564947449,0.124911264332,0.773119069385,0.309823031736,0.103030430468,0.0778721756833,0.35606028011,0.65135225778,0.919888393972,0.816552857591,0.990313738051,0.358579149271,183.354180633
0.221122260955,0.60713940962,0.745951557349,0.0369478090497,0.237568202219,0.812691829895,0.58268537813,0.790848436301,0.989000082819,0.661083792515,0.219081740742,0.952335755412,0.384241805797,0.852906013602,0.725141389433,0.614940035474,0.917573822099,0.801319102917,0.263636011866,0.636355592577,196.715673267
0.783065380892,0.25879302959,0.718939170714,0.189990419385,0.198722456445,0.89864798862,0.733613483778,0.956660071388,0.586009940874,0.759212044031,0.780674284139,0.462314690738,0.758739644757,0.451662905328,0.97642246382,0.493807020354,0.878064947263,0.513418629057,0.813355760401,0.852154648708,204.405450924
0.987443126626,0.43963564527,0.510851915893,0.657029525362,0.666658440904,0.821102202476,0.537528388174,0.913922726231,0.083882413223,0.383625596712,0.0987812755744,0.273770918579,0.0338957393135,0.857057401812,0.872621012565,0.513787445692,0.845093186545,0.22657702936,0.263849172701,0.541119351192,206.46661618
0.375180381295,0.285879710527,0.9561886027,0.415843989335,0.7175686454,0.255669792415,0.610768943432,0.104257983163,0.659464307139,0.940334353836,0.0485447926973,0.0982315036921,0.470531913516,0.398801406237,0.46261871527,0.859316104489,0.128043356582,0.586920363201,0.728127497093,0.174682410771,214.378678845
0.958174824421,0.0729159153116,0.113475124863,0.282009031451,0.625357626465,0.41706448609,0.974609068759,0.626072627343,0.132428603359,0.806016557866,0.00626919582638,0.0558643497177,0.27743380858,0.485961097876,0.952344464201,0.553295955636,0.583313311321,0.638300096577,0.646855479604,0.0700862892175,189.086564392
0.079478610912,0.688510604414,0.718852379922,0.729366968387,0.376011297395,0.962387076132,0.833383385086,0.978646744552,0.617007327359,0.714689476924,0.483830934297,0.722699002435,0.732978249807,0.53374591499,0.282874617103,0.450997789633,0.616839877279,0.376169985707,0.57651766717,0.960641558295,246.90198212
0.244622621909,0.358257254751,0.786683490278,0.759721977721,0.967795594789,0.296988163937,0.423317475569,0.182231080433,0.81682514267,0.0726153640443,0.671256713892,0.315120683042,0.538951336368,0.144089753784,0.645817808045,0.484650205779,0.37745117734,0.178237119957,0.669457900658,0.782816091624,227.807889673
0.302530943189,0.0804614072493,0.171676987495,0.796358949242,0.404812547363,0.574298608989,0.532063980992,0.323613470589,0.34094911809,0.905315314192,0.88671127146,0.776809254621,0.126513264042,0.65675843832,0.639364776495,0.67531961022,0.177432366039,0.548382217055,0.91355419663,0.117289155587,211.313729272
0.959998207724,0.407009107247,0.934849574895,0.772765196983,0.550796209705,0.103350214775,0.0284952204133,0.841415473833,0.589646137448,0.546547002945,0.773091685788,0.776498924078,0.965597297688,0.289901904528,0.359649987354,0.789629520778,0.18648614489,0.0732547429548,0.604282205083,0.831327651593,184.334686125
0.700058401204,0.00308773976359,0.210563193436,0.415257271837,0.960596620518,0.925283085944,0.493979680113,0.46226086495,0.392469763362,0.607698931277,0.747306312052,0.571932556018,0.197130936509,0.43647097786,0.948481495084,0.280525877623,0.76684936842,0.591765252765,0.452158970452,0.267898261632,248.269472676
0.621457475041,0.235040428478,0.9031952335,0.526071983814,0.374407812317,0.73651967255,0.670209484911,0.544968638267,0.425454544434,0.121286705862,0.0922907253326,0.190146151837,0.964551891163,0.23492922893,0.330361192499,0.568694222623,0.35099879853,0.392963759008,0.591343144731,0.28020490868,252.48292791
0.479098319978,0.349365264934,0.419637980397,0.282282680935,0.0667707900612,0.188611739234,0.989071384884,0.64681094309,0.638150970779,0.374769269791,0.716823080342,0.978631415795,0.822582476292,0.783637097471,0.850654235385,0.590450183301,0.88638929756,0.14677026434,0.293214769882,0.112161051056,200.189009321
0.889583387744,0.423483096954,0.780160733337,0.30304835341,0.595036758319,0.937543929087,0.996088794632,0.671615662621,0.190634956532,0.696621311027,0.899385600668,0.292068330404,0.39981412961,0.209527708991,0.547401832717,0.578236801506,0.325082752845,0.605766826187,0.445642368433,0.718375379123,246.063912062
0.741085010662,0.977669342879,0.295684122156,0.855290664877,0.727243941946,0.326155592304,0.00042615791261,0.180760979805,0.54360625227,0.864619959268,0.880130115302,0.917907209346,0.765873938137,0.53550594417,0.101966621611,0.637078652091,0.759661930133,0.410946890705,0.392143154345,0.421549395075,205.939797113
0.917212887685,0.786150726754,0.962095548986,0.695754987939,0.824382518006,0.147061057986,0.281546478441,0.0281669336699,0.86037530166,0.360670489491,0.9322741402,0.850963859238,0.449213280814,0.68083435058,0.629675222226,0.104844045288,0.073643654577,0.680341876789,0.800158915192,0.250883271613,162.531047763
0.380282111867,0.317023731381,0.971519323614,0.0158880857683,0.737482700502,0.73632850626,0.287026065989,0.51891603806,0.489578439927,0.60077770061,0.553893351162,0.610591740978,0.416333639707,0.441242436594,0.60767766891,0.594593165327,0.31093574752,0.378835410532,0.964025778931,0.899778692352,274.814385273
0.498602682922,0.895533975524,0.407825051617,0.454855841228,0.423824730153,0.717119627128,0.668964072765,0.163740409017,0.62005286545,0.241898661733,0.710813273233,0.904387560321,0.747238754188,0.853096384956,0.246211601595,0.56915345329,0.837055707542,0.0186461399418,0.366714532776,0.999993228119,224.055157255
0.4283267181,0.06655902907,0.205139642629,0.772095462166,0.80425853587,0.122152347334,0.0114055032112,0.853536491894,0.997838922513,0.423836767149,0.615700751046,0.228730517247,0.654987648263,0.379479302036,0.111187685075,0.859507621527,0.941955188525,0.340344412032,0.965585560732,0.45099879773,176.110222074
0.620289709857,0.495672605623,0.0864426153921,0.516477473224,0.602941829649,0.955538332036,0.279538344803,0.821028343612,0.106378423222,0.957593839559,0.267989064832,0.224650134427,0.635781647968,0.528922636027,0.850893147825,0.712608511763,0.553230585276,0.280220083261,0.718665178393,0.486923714062,239.712469808
0.719934421609,0.448325052188,0.290077951159,0.978861741175,0.0356209197101,0.493341999611,0.685367328362,0.64718683549,0.805657416004,0.671410362055,0.044147000378,0.649230019817,0.329141255218,0.355485968852,0.15719720283,0.633027559575,0.857914394416,0.704577278374,0.607522317839,0.668369371644,240.261162493
0.394649673488,0.378229210518,0.476009095278,0.838148731487,0.172902900939,0.14561468757,0.320680662141,0.915357133724,0.896785534402,0.576991806086,0.548682810149,0.988388823452,0.808749179007,0.605497600045,0.672219953672,0.899525451217,0.878542240465,0.0665190911105,0.0110788111981,0.585083441033,196.290213843
0.104555121807,0.446093930705,0.069026550074,0.928514435421,0.478811733587,0.646978206259,0.334247846667,0.651786796134,0.740511349866,0.736591630064,0.237208893088,0.95681720005,0.449835062342,0.848855365712,0.267985032563,0.187482205259,0.468188766211,0.238788366318,0.730265416972,0.86483787465,212.836703044
0.0522455468613,0.154904970618,0.356582519595,0.973680277976,0.810473310597,0.462537630871,0.693900968112,0.690895583366,0.0523501549225,0.743697127512,0.337934044062,0.286240857643,0.0899803333286,0.631346753241,0.726265901474,0.756039885044,0.918978617852,0.835969099024,0.509231744292,0.165845131342,190.3154192
0.108778212876,0.202835692753,0.0162910180477,0.976245605313,0.498274825182,0.575619666653,0.256630566925,0.275382772831,0.184461571748,0.871411937069,0.435171995027,0.219282210282,0.59276276657,0.0344035347885,0.298941288901,0.496171978816,0.932820881573,0.960256963106,0.404015341056,0.291290978377,195.81878352
0.685253547753,0.103943306117,0.385782882174,0.0336491734539,0.0152020926791,0.595854330106,0.145164131551,0.146635219368,0.221570407772,0.848785646508,0.927405957165,0.0302769996223,0.861926412572,0.897368520352,0.118004568194,0.0900164763262,0.753495599353,0.405086589546,0.273528528537,0.258699685097,138.398090157
0.171405978052,0.52936151801,0.394194224099,0.674854115904,0.708581120373,0.0243041780589,0.47622117365,0.142261144279,0.597500063476,0.313235843952,0.696593041043,0.838241733511,0.0797797241439,0.310133021169,0.942367570258,0.20676821203,0.857492792721,0.678400301027,0.638870294162,0.80919215416,214.283138835
0.301378760497,0.851894491793,0.617912044515,0.126448827701,0.43573681897,0.369302497193,0.870056912539,0.789939206511,0.755915197709,0.936387493584,0.912534505065,0.847180559461,0.188929900978,0.0272960728775,0.477315153923,0.690617343141,0.927711579515,0.790699183824,0.364450210233,0.351026823951,189.75635628
0.61747721694,0.524803663252,0.777030350281,0.306393540691,0.615442828175,0.464392763227,0.365624154737,0.125329075044,0.621593297761,0.684125210982,0.098535253306,0.941589880845,0.956366859953,0.475404778426,0.812366091563,0.208572515269,0.603409225389,0.866397465083,0.899636346664,0.0601418234715,215.03438191
0.963985046013,0.923826884392,0.265193300862,0.0729697630475,0.646581794648,0.625679410138,0.524488289802,0.792137218771,0.597077041645,0.736021969911,0.806546610398,0.716376534589,0.34375996378,0.652883714352,0.688959263154,0.227914475919,0.605527178425,0.971331938543,0.600786334169,0.604047504927,237.839689611
0.250690260206,0.652322472128,0.323248042051,0.400674481002,0.405330380597,0.278126553351,0.833755500333,0.975826597635,0.606893071899,0.564169596771,0.309469221842,0.400524436914,0.678202911378,0.0767069978742,0.349224951413,0.811312711774,0.0887101722036,0.997737787494,0.874297679043,0.626891760211,228.310446941
0.737197641673,0.620490283722,0.5317262896,0.783991389757,0.901089020771,0.380355700529,0.700187279267,0.375574949485,0.00543623757224,0.590759742735,0.845819640795,0.701158724914,0.796056266564,0.171226764367,0.160424629779,0.543218321329,0.620698479327,0.106983889104,0.137268990154,0.52577769106,227.024522355
0.890464657225,0.23933175572,0.554145352191,0.620103115736,0.52870107532,0.527979471287,0.823383747789,0.795061866239,0.871668448933,0.844024013523,0.163632705904,0.739055414583,0.477602095519,0.202313846041,0.582353086401,0.0900676721186,0.345441224986,0.632711109638,0.543101780422,0.394188790401,247.901758147
0.879339366556,0.578322673026,0.329436530343,0.524472884366,0.576898379573,0.688197186191,0.160288320643,0.223897076005,0.447014835905,0.966180293601,0.377320767242,0.0964445683225,0.724414210609,0.0518112695811,0.237176213017,0.51728985692,0.155588159516,0.996745927816,0.169685376111,0.952482552931,198.261415393
0.429373790896,0.986974291418,0.0910363790491,0.713445149196,0.353879086417,0.739040323691,0.164324253189,0.952523355589,0.844541227645,0.0347850073236,0.101986889798,0.874304507957,0.916074951898,0.48953194155,0.575663293321,0.372093500966,0.0136530592368,0.501521952882,0.467696791926,0.388792240386,196.191337542
